form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,16.2,32.4,1.5707963267948966,51,(-3.4538289437648084e-10-1.6496385420866622e-13j),(6.883933474524737e-11-2.3393130491420315e-11j),(0.07631905435641909-0.10508833667402318j),(-8.172664216384018e-10-9.331835172220887e-10j),(-6.208874994001468e-11-1.4854419549269378e-10j),(-0.3545534781377743-0.09744706688359257j),(-3.1074528540619983e-10-2.456887974316979e-10j),(-1.3520492364582637e-10-8.442872674758504e-11j),(-0.34043292258968477+0.643628794683028j),(-2.729443476789939e-10-3.0180927201861607e-10j),(6.369760274793634e-11-4.6741943510599e-11j)
DS-p,1e-11,35.0,35.0,16.3,32.6,1.5707963267948966,51,(-3.404229080702578e-10+3.582721304958708e-11j),(6.04431014042243e-11-2.3781942830794588e-11j),(0.07898796184048959-0.1122922157517753j),(-8.182760428444846e-10-8.678519351724631e-10j),(-5.289555425613823e-11-1.4635399115981709e-10j),(-0.3533128676111626-0.09235239222397731j),(-2.932977333225395e-10-2.356794967517395e-10j),(-1.1978679853585916e-10-8.116626807645744e-11j),(-0.34624589725540844+0.6440310797524402j),(-2.601820460468307e-10-2.976676752308727e-10j),(7.51835954604374e-11-4.5992126409560315e-11j)
DS-p,1e-11,35.0,35.0,16.4,32.8,1.5707963267948966,51,(-3.4184455873637054e-10+3.962028882059654e-11j),(6.145952727320582e-11-2.4668279327150468e-11j),(0.08146202064189406-0.11951314327369189j),(-8.423768061132514e-10-8.492433952247969e-10j),(-4.7292389188796635e-11-1.4653301495759303e-10j),(-0.3521791464815183-0.0872579831809804j),(-2.8297300613822074e-10-2.2935767000908935e-10j),(-1.1204154271027278e-10-8.017290824061977e-11j),(-0.3520013882058678+0.6443691715830203j),(-2.539417010005707e-10-3.00966078448095e-10j),(7.80062264782444e-11-4.609387157602925e-11j)
DS-p,1e-11,35.0,35.0,16.5,33.0,1.5707963267948966,51,(-3.503590892883421e-10+2.924948835653779e-11j),(6.315857743483672e-11-2.575097157629943e-11j),(0.08374477727278141-0.12674544142903843j),(-8.671458392919135e-10-8.393881022108335e-10j),(-4.156640569935588e-11-1.5252371698304251e-10j),(-0.35115041151704673-0.08216700961994781j),(-2.83854027088859e-10-2.26637351247172e-10j),(-1.1310969522115855e-10-8.048265114431027e-11j),(-0.35769951390762333+0.644645133024004j),(-2.579842589556236e-10-2.9993667965966253e-10j),(7.252845546368292e-11-4.719651371176783e-11j)
DS-p,1e-11,35.0,35.0,16.6,33.2,1.5707963267948966,51,(-3.3095967524703063e-10+3.575670586442731e-11j),(6.727987318742162e-11-2.595605310737606e-11j),(0.08583983342810113-0.13398370706670873j),(-8.469703044380189e-10-7.891507978769613e-10j),(-4.8239905126035154e-11-1.450649671265133e-10j),(-0.3502247230022821-0.07708248226675883j),(-2.6774065430001937e-10-2.0707958958698924e-10j),(-1.1569062374761074e-10-7.65531638887602e-11j),(-0.36334042679306877+0.64486096810566j),(-2.482216931998238e-10-2.9936199352764703e-10j),(7.053919948152299e-11-4.54578496835308e-11j)
DS-p,1e-11,35.0,35.0,16.7,33.4,1.5707963267948966,51,(-3.3957612427266276e-10+5.069528379985505e-11j),(6.039499805756028e-11-2.687597766921107e-11j),(0.08775083574098064-0.14122280257023975j),(-8.819218231138209e-10-7.618961767909271e-10j),(-2.6402707277439763e-11-1.5141431084655659e-10j),(-0.34940011089415834-0.0720072581060122j),(-2.637495846724569e-10-2.1361435190159206e-10j),(-8.876055446194187e-11-7.716540942282966e-11j),(-0.3689243109445242+0.6450186235538864j),(-2.6397218438889425e-10-2.896046943923203e-10j),(6.573100397311293e-11-4.6685011892926684e-11j)
DS-p,1e-11,35.0,35.0,16.8,33.6,1.5707963267948966,51,(-3.235297442276408e-10+5.691541422186974e-11j),(6.340562464987858e-11-2.7035577928844678e-11j),(0.08948146618208203-0.14845784675344714j),(-8.760585553432149e-10-7.242136074864236e-10j),(-3.218332588275641e-11-1.447806990592401e-10j),(-0.3486745802780048-0.06694404566803412j),(-2.499449935217113e-10-1.9639798641557515e-10j),(-9.561743063990491e-11-7.418547864934176e-11j),(-0.37445137981807747+0.6451199900638002j),(-2.570606956464605e-10-2.865710654886833e-10j),(6.183487055722026e-11-4.54324580820245e-11j)
DS-p,1e-11,35.0,35.0,16.9,33.8,1.5707963267948966,51,(-3.3609184998863867e-10+4.821002234575711e-11j),(7.052905635007104e-11-2.818111747437688e-11j),(0.09103543331641734-0.15568420608128003j),(-9.011969970187245e-10-7.144623787990606e-10j),(-3.4118889571249644e-11-1.4907996002655355e-10j),(-0.34804611677327774-0.06189541025685013j),(-2.4956991508118254e-10-1.9239470086529487e-10j),(-9.947969531465262e-11-7.434364455713336e-11j),(-0.37992187415229245+0.6451669037701956j),(-2.4741761070479207e-10-2.996840831048786e-10j),(6.608900926519112e-11-4.581995442572816e-11j)
DS-p,1e-11,35.0,35.0,17.0,34.0,1.5707963267948966,51,(-3.3602273741273336e-10+7.433193730671528e-11j),(7.065628725817178e-11-2.85611752313583e-11j),(0.09241646419016492-0.16289748591695616j),(-9.15365515156974e-10-6.77883202262336e-10j),(-3.47208078260719e-11-1.48416867399586e-10j),(-0.347512691294777-0.05686377907582723j),(-2.4443549614949767e-10-1.8334881703163664e-10j),(-1.1290744034164746e-10-7.327951224398789e-11j),(-0.38533606000026654+0.6451611476485047j),(-2.4192267633615927e-10-3.1226082830571045e-10j),(8.084166669419801e-11-4.605254557946258e-11j)
DS-p,1e-11,35.0,35.0,17.1,34.2,1.5707963267948966,51,(-3.3525841000928147e-10+7.335380523484925e-11j),(7.158130655598484e-11-2.9091410544096378e-11j),(0.09362829679258741-0.17009352197026134j),(-9.263856036445528e-10-6.489975432066863e-10j),(-3.465683772949091e-11-1.4657556443204103e-10j),(-0.34707226451428946-0.051851446251154315j),(-2.367642193412678e-10-1.756256182150473e-10j),(-1.13593905115561e-10-7.190974338086335e-11j),(-0.3906942268078343+0.6451044527959618j),(-2.409301924632956e-10-3.1338850264850393e-10j),(7.986213079735904e-11-4.570987450974841e-11j)
DS-p,1e-11,35.0,35.0,17.2,34.4,1.5707963267948966,51,(-3.168106427154857e-10+9.426260618415616e-11j),(7.280123902266185e-11-2.946547582416878e-11j),(0.09467467316545244-0.17726837190500289j),(-9.321926559661964e-10-6.1469884369246e-10j),(-3.119548109414838e-11-1.461459753145989e-10j),(-0.34672279101221265-0.0468605777630216j),(-2.3232984112941946e-10-1.716583732797039e-10j),(-1.0531846228456487e-10-7.097312358613433e-11j),(-0.39599668565352103+0.6449984998315252j),(-2.482985692053852e-10-3.151331140482938e-10j),(7.843481419911313e-11-4.592680750272829e-11j)
DS-p,1e-11,35.0,35.0,17.3,34.6,1.5707963267948966,51,(-3.1720678481898107e-10+9.557355688111224e-11j),(7.448188883685779e-11-2.982668974460053e-11j),(0.09555933308977889-0.18441830719828714j),(-9.404641477476355e-10-5.906362347991856e-10j),(-3.1410418103311466e-11-1.438581562246853e-10j),(-0.34646222307192454-0.041893216259112555j),(-2.209732709312906e-10-1.6434945591947692e-10j),(-1.0308570663752903e-10-6.965077274615563e-11j),(-0.4012437675898607+0.6448449202167448j),(-2.5014683727175857e-10-3.1557129825943164e-10j),(7.566033910499925e-11-4.555840402484163e-11j)
DS-p,1e-11,35.0,35.0,17.4,34.8,1.5707963267948966,51,(-3.1821095021131174e-10+9.354525769451894e-11j),(7.691563000660623e-11-3.028480478469375e-11j),(0.09628600819735895-0.19153980507646517j),(-9.443283884892628e-10-5.645177784431576e-10j),(-3.071414910599257e-11-1.4288494234024342e-10j),(-0.34628851413332884-0.036951285754587934j),(-2.1705591490839282e-10-1.5695744357002717e-10j),(-1.0395215938041602e-10-6.854836925388216e-11j),(-0.4064358220011958+0.6446452975138253j),(-2.5083121343860704e-10-3.115084509786037e-10j),(7.028000403863643e-11-4.543263792090048e-11j)
DS-p,1e-11,35.0,35.0,17.5,35.0,1.5707963267948966,51,(-3.1430802556985105e-10+1.0698042560326748e-10j),(7.732305261029006e-11-3.057187791016544e-11j),(0.09685841668982809-0.19862954076352143j),(-9.53094569195942e-10-5.322634624715938e-10j),(-2.5274927983875983e-11-1.4135366811225141e-10j),(-0.3461996220788559-0.03203659621347225j),(-2.1080835167774925e-10-1.5266457716045512e-10j),(-9.561416242087617e-11-6.755904429781068e-11j),(-0.41157321517502843+0.6444011687187823j),(-2.601613854902318e-10-3.0804797601646783e-10j),(6.443885702811514e-11-4.542919530704164e-11j)
DS-p,1e-11,35.0,35.0,17.6,35.2,1.5707963267948966,51,(-3.1857112607613924e-10+1.0167618223061448e-10j),(7.457022681094626e-11-3.098234600311031e-11j),(0.09728025838624521-0.20568437979902188j),(-9.649272010754661e-10-5.080442746184521e-10j),(-2.1631109663883263e-11-1.4103089690504938e-10j),(-0.34619351210261384-0.027150848035558322j),(-2.0386696497620704e-10-1.4582321808398468e-10j),(-9.494210279070714e-11-6.684704413486701e-11j),(-0.4166563288691809+0.644114025505137j),(-2.5562980204840713e-10-3.0490555913420536e-10j),(6.54306470115884e-11-4.533504102325989e-11j)
DS-p,1e-11,35.0,35.0,17.7,35.4,1.5707963267948966,51,(-3.1322120981960855e-10+1.0509768294357513e-10j),(7.641200459916966e-11-3.094717928727426e-11j),(0.0975552102766001-0.21270137070237066j),(-9.57207646045538e-10-4.747830440431089e-10j),(-2.222680893504414e-11-1.3786560730229154e-10j),(-0.346268159441322-0.022295636359690594j),(-1.9709325491112928e-10-1.3832927164836306e-10j),(-9.55428167137562e-11-6.513169883201517e-11j),(-0.4216855589389545+0.643785315425156j),(-2.530763237862388e-10-3.0075188173217526e-10j),(6.264641583264563e-11-4.486662792004679e-11j)
DS-p,1e-11,35.0,35.0,17.8,35.6,1.5707963267948966,51,(-3.0718538899642683e-10+1.1045998989621386e-10j),(7.807924651877934e-11-3.097382195936513e-11j),(0.09768692249697836-0.21967773773053412j),(-9.531147884822566e-10-4.4523828244061314e-10j),(-2.5498676954616162e-11-1.3469848240993303e-10j),(-0.34642155184324885-0.0174724553312971j),(-1.8996718434416415e-10-1.307580987930379e-10j),(-9.850595339422341e-11-6.366551063692273e-11j),(-0.4266613141405361+0.6434164431466276j),(-2.5300089454005636e-10-3.0714535775855367e-10j),(6.508307781594169e-11-4.4433330466741125e-11j)
DS-p,1e-11,35.0,35.0,17.9,35.8,1.5707963267948966,51,(-3.1805155275947683e-10+1.1168364453736923e-10j),(8.035931349601594e-11-3.162470214402407e-11j),(0.09767901458823987-0.2266108738539478j),(-9.736872833617655e-10-4.2409819015973294e-10j),(-2.6442904289825098e-11-1.3520977195061563e-10j),(-0.34665169177889255-0.012682702194874348j),(-1.844066219169882e-10-1.2464394447131433e-10j),(-1.0592220156535603e-10-6.331856372523595e-11j),(-0.43158401493863263+0.6430087716633738j),(-2.4603030029934914e-10-3.041997001518304e-10j),(6.505157523761795e-11-4.415643241484117e-11j)
DS-p,1e-11,35.0,35.0,18.0,36.0,1.5707963267948966,51,(-3.1855767904185456e-10+1.1856152648190288e-10j),(8.300001457612824e-11-3.191256332242534e-11j),(0.09753507218493514-0.23349833399882403j),(-9.856673036361813e-10-4.0044717585299705e-10j),(-2.6699760024423425e-11-1.329517609389727e-10j),(-0.34695659848951566-0.007927681268018644j),(-1.785496039213852e-10-1.1876822268719334e-10j),(-1.0580327586273697e-10-6.266393920954757e-11j),(-0.43645409236124794+0.6425636233949619j),(-2.513584028418503e-10-3.0427863700888125e-10j),(6.127673368716557e-11-4.402104660247112e-11j)
DS-p,1e-11,35.0,35.0,18.1,36.2,1.5707963267948966,51,(-3.3077815399934485e-10+1.1631520486360403e-10j),(8.839991699803942e-11-3.273282396769092e-11j),(0.09725864398578361-0.2403378284164402j),(-1.0076035221028706e-09-3.84215040859226e-10j),(-2.5677420259495598e-11-1.3443034578663243e-10j),(-0.3473343098279208-0.0032086078206541306j),(-1.785050423447343e-10-1.1913427189202963e-10j),(-1.0255637311606947e-10-6.294739790987948e-11j),(-0.441271986997356+0.6420822813844725j),(-2.612190880268983e-10-3.2103830704954817e-10j),(6.260418572434645e-11-4.472566032893393e-11j)
DS-p,1e-11,35.0,35.0,18.2,36.4,1.5707963267948966,51,(-3.183815591809719e-10+1.23199335715779e-10j),(9.065421877800864e-11-3.2145348711996193e-11j),(0.09685323904395186-0.2471272163128404j),(-9.808052345555013e-10-3.4502512045314626e-10j),(-2.7548055850368236e-11-1.3008179230228802e-10j),(-0.3477828839317902+0.0014733881941933434j),(-1.6818411940899836e-10-1.1263099133906884e-10j),(-9.964320341060429e-11-6.057192855186053e-11j),(-0.44603814799330266+0.6415659903801183j),(-2.4303224710475746e-10-3.1521810162082886e-10j),(6.480412040321681e-11-4.3431044829401276e-11j)
DS-p,1e-11,35.0,35.0,18.3,36.6,1.5707963267948966,51,(-3.3109774720107427e-10+1.174135448155783e-10j),(9.159986424965919e-11-3.2721274668155466e-11j),(0.09632232433691078-0.2538644995898909j),(-9.965686518197125e-10-3.26753101138888e-10j),(-2.1816241955324722e-11-1.3206178672364556e-10j),(-0.348300400698685+0.006117258499079568j),(-1.6500635580118939e-10-1.1146527797989414e-10j),(-9.614992135809075e-11-6.056064930455582e-11j),(-0.4507530321041766+0.641015957884575j),(-2.4387180816431986e-10-3.045061980344599e-10j),(5.5856402836340635e-11-4.359137993367813e-11j)
DS-p,1e-11,35.0,35.0,18.4,36.8,1.5707963267948966,51,(-3.2730935507502973e-10+1.2090699665415205e-10j),(9.146379693122236e-11-3.2650988638686876e-11j),(0.09566932260793623-0.26054781694456547j),(-1.000875655791933e-09-3.0133786958763675e-10j),(-2.143469559831579e-11-1.2756500659757715e-10j),(-0.3488849631595734+0.010722033003739473j),(-1.5536135225535652e-10-1.0397856707589082e-10j),(-9.172184539663064e-11-5.950335007660553e-11j),(-0.45541710285920545+0.6404333553217282j),(-2.447146790762744e-10-3.122094596741398e-10j),(5.676860370673609e-11-4.326951960664254e-11j)
DS-p,1e-11,35.0,35.0,18.5,37.0,1.5707963267948966,51,(-3.330983075087654e-10+1.2596335519782231e-10j),(9.279901657223769e-11-3.287193789013047e-11j),(0.09489761041929576-0.26717543796598303j),(-1.019463560444911e-09-2.8056736101067514e-10j),(-2.2145279533758444e-11-1.2562039958414213e-10j),(-0.3495346986337465+0.015286816390022847j),(-1.4645480314601222e-10-9.757593170955925e-11j),(-9.3053523220199e-11-5.925912353951312e-11j),(-0.460030829721004+0.6398193189144051j),(-2.4105495377568786e-10-3.0398256134489543e-10j),(5.374403699853758e-11-4.329509967335985e-11j)
DS-p,1e-11,35.0,35.0,18.6,37.2,1.5707963267948966,51,(-3.5067124659789173e-10+1.2171462123768129e-10j),(9.566976594613252e-11-3.380419624899817e-11j),(0.09401051648076283-0.2737457575795776j),(-1.0466135523350129e-09-2.669324743881374e-10j),(-2.1229390207572196e-11-1.269813315122183e-10j),(-0.35024775982089623+0.01981078485764521j),(-1.475130399775093e-10-9.619227463175672e-11j),(-9.353719188087695e-11-5.987226204022168e-11j),(-0.46459468731776665+0.6391749508492411j),(-2.589568524891117e-10-3.158976413786263e-10j),(5.0467879875171207e-11-4.416507652820925e-11j)
DS-p,1e-11,35.0,35.0,18.7,37.4,1.5707963267948966,51,(-3.411070794313159e-10+1.2760522066085356e-10j),(9.724679460136609e-11-3.350061898657415e-11j),(0.09301132018503024-0.28025729060403004j),(-1.028333045235627e-09-2.3734638213146475e-10j),(-2.237773074481586e-11-1.2325725516221608e-10j),(-0.3510223257382105+0.024293182930984415j),(-1.4029203146415092e-10-9.04464905748803e-11j),(-9.091494918012089e-11-5.822257675830972e-11j),(-0.46910915475355003+0.6385013201749721j),(-2.4943933724097533e-10-3.048468699695661e-10j),(4.580320844826957e-11-4.317821867451442e-11j)
DS-p,1e-11,35.0,35.0,18.8,37.6,1.5707963267948966,51,(-3.521605833551114e-10+1.246547916972096e-10j),(9.900548642634982e-11-3.4119941019092026e-11j),(0.09190325028318462-0.2867086664876372j),(-1.0417312639680182e-09-2.183477027656311e-10j),(-2.2525682707996708e-11-1.2358168839780958e-10j),(-0.3518566025048559+0.028733320416267402j),(-1.3857143731088595e-10-8.835923138994506e-11j),(-9.630098107837881e-11-5.828636282057443e-11j),(-0.47357471488804687+0.637799463790162j),(-2.577817889704015e-10-3.137988272006176e-10j),(4.499725592133075e-11-4.356486879555585e-11j)
DS-p,1e-11,35.0,35.0,18.9,37.8,1.5707963267948966,51,(-3.4631313333526037e-10+1.3000714090341536e-10j),(1.0090325558605173e-10-3.3750615193733124e-11j),(0.09068948383657488-0.2930986242787032j),(-1.0237615000532885e-09-1.8884067833763174e-10j),(-2.260678753571166e-11-1.204843110503737e-10j),(-0.3527488240875922+0.03313056944313539j),(-1.3236114634884721e-10-8.533969537982689e-11j),(-9.207962170521e-11-5.687877256750192e-11j),(-0.4779918537268843+0.6370703873533732j),(-2.483068056724491e-10-3.095329756397369e-10j),(4.5525958003445055e-11-4.291629768541142e-11j)
DS-p,1e-11,35.0,35.0,19.0,38.0,1.5707963267948966,51,(-3.490785999019433e-10+1.3879868868832412e-10j),(1.0277374350858848e-10-3.421467214084732e-11j),(0.08937314526389092-0.29942600773343847j),(-1.0327166017959008e-09-1.6485424657319836e-10j),(-2.0480029998271032e-11-1.2073223494622694e-10j),(-0.35369725288163845+0.03748436161797201j),(-1.2867487457490778e-10-8.453981785450093e-11j),(-8.908981191657617e-11-5.6743784750965654e-11j),(-0.48236105981246774+0.6363150662142671j),(-2.3359590650695594e-10-3.070385265480091e-10j),(4.998379488085902e-11-4.25592101816395e-11j)
DS-p,1e-11,35.0,35.0,19.1,38.2,1.5707963267948966,51,(-3.5465530046161625e-10+1.3876133488771591e-10j),(1.0559384876901445e-10-3.411540968800234e-11j),(0.08795730554509246-0.30568976055910646j),(-1.039401179817219e-09-1.436798865647737e-10j),(-2.2203635631490304e-11-1.1806377294797052e-10j),(-0.3547001802307464+0.04179418529447407j),(-1.244844193004635e-10-7.95366671829667e-11j),(-9.224912500549465e-11-5.619396454785494e-11j),(-0.48668282366164267+0.6355344463022629j),(-2.5196821365480737e-10-3.121429573149648e-10j),(4.233940975595374e-11-4.2730277975912116e-11j)
DS-p,1e-11,35.0,35.0,19.2,38.4,1.5707963267948966,51,(-3.653341980065089e-10+1.3959268246530043e-10j),(1.0546220288124714e-10-3.433915425528372e-11j),(0.08644498169172193-0.31188892196031365j),(-1.060516933819311e-09-1.2250860135371022e-10j),(-2.4314688717302912e-11-1.1650416652245275e-10j),(-0.35575592686561347+0.04605958288146401j),(-1.1762227389994218e-10-7.35565375969971e-11j),(-1.0280329365564e-10-5.624242112664146e-11j),(-0.49095763730653563+0.6347294449880698j),(-2.4849653584846365e-10-3.2603228450334143e-10j),(5.4200435806173175e-11-4.3196546331712176e-11j)
DS-p,1e-11,35.0,35.0,19.3,38.6,1.5707963267948966,51,(-3.6737918284769633e-10+1.410193142814542e-10j),(1.0705910062549368e-10-3.4269824261799294e-11j),(0.08483913612493701-0.3180226221897714j),(-1.0554178831887959e-09-9.937010936322821e-11j),(-2.377599462796698e-11-1.1481362469182275e-10j),(-0.35686284323556416+0.050280148385513174j),(-1.1291746270652991e-10-7.141266050725292e-11j),(-9.889756374947822e-11-5.537892377914631e-11j),(-0.4951859937178519+0.6339009519392313j),(-2.451536820768929e-10-3.2019829843132896e-10j),(4.997180447219307e-11-4.277753812890286e-11j)
DS-p,1e-11,35.0,35.0,19.4,38.8,1.5707963267948966,51,(-3.7288120030912197e-10+1.420492677477181e-10j),(1.0984109271010983e-10-3.455299607094583e-11j),(0.08314267642042449-0.32409007833724013j),(-1.0583279724590486e-09-7.831521195433844e-11j),(-2.377280273677118e-11-1.1355630077003859e-10j),(-0.35801930976797075+0.0544555248633529j),(-1.0658624156889562e-10-6.904017114950367e-11j),(-9.597644901049307e-11-5.502564553497942e-11j),(-0.49936838640369186+0.6330498298832801j),(-2.3236014154437434e-10-3.173240628595586e-10j),(5.0802723139398154e-11-4.243599323610505e-11j)
DS-p,1e-11,35.0,35.0,19.5,39.0,1.5707963267948966,51,(-3.815503498002734e-10+1.4429949162647615e-10j),(1.1089422555145972e-10-3.480923251380814e-11j),(0.08135845502797413-0.3300905903129362j),(-1.07111819067085e-09-5.644863569631564e-11j),(-2.4127951372965306e-11-1.1253248333444828e-10j),(-0.35922373710340727+0.058585402117081686j),(-1.0234705097311725e-10-6.570881859457867e-11j),(-9.748573476242584e-11-5.4967597648469935e-11j),(-0.50350530897145+0.6321769154690373j),(-2.4447527682824877e-10-3.219156399780765e-10j),(4.781058882130651e-11-4.275842039323781e-11j)
DS-p,1e-11,35.0,35.0,19.6,39.2,1.5707963267948966,51,(-3.792121155933234e-10+1.5014766600179863e-10j),(1.1055452592886178e-10-3.5111435514935296e-11j),(0.07948926911962899-0.33602353689066733j),(-1.0658955718382233e-09-3.547909535606131e-11j),(-2.443341145727529e-11-1.1214441068913462e-10j),(-0.3604745662050488+0.06266951440514512j),(-1.0209925439819134e-10-6.443419235668824e-11j),(-9.995110294980236e-11-5.459637117455184e-11j),(-0.507597254742454+0.6312830200248039j),(-2.408016147592562e-10-3.062704534428917e-10j),(4.1345246670765334e-11-4.24149672142901e-11j)
